target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	95.7557	131.972	96.7542
ENSGALT00000092144.1	105	39.8333	2	3.5248
ENSGALT00000097599.1	99	38.6321	84.7017	153.92
ENSGALT00000096074.1	282	95.7557	141.465	103.713
ENSGALT00000093123.1	285	98.4811	97.0069	69.1515
ENSGALT00000095759.1	297	109.546	2915.03	1868.09
ENSGALT00000098150.1	207	35.683	84.2655	165.783
ENSGALT00000088071.2	171	14.6489	90.6094	434.229
ENSGALT00000101747.1	111	41.9545	5	8.36647
ENSGALT00000034018.5	285	98.4811	3502.61	2496.84
ENSGALT00000098775.1	282	95.7557	41.3573	30.3207
ENSGALT00000105314.1	288	101.243	507.734	352.064
ENSGALT00000103186.1	204	33.656	98.1843	204.8
ENSGALT00000095006.1	282	95.7557	858.772	629.6
ENSGALT00000093599.1	297	109.546	4203.11	2693.54
ENSGALT00000106599.1	288	101.243	6274.77	4350.94
ENSGALT00000106076.1	288	101.243	318.186	220.631
ENSGALT00000092569.1	207	35.683	86.8621	170.891
ENSGALT00000097506.1	282	95.7557	371.165	272.116
ENSGALT00000102408.1	174	16.2561	32	138.192
ENSGALT00000085358.2	261	77.1889	4561.24	4148.39
ENSGALT00000090665.1	207	35.683	69.6016	136.933
ENSGALT00000104147.1	282	95.7557	23379.4	17140.3
ENSGALT00000009519.6	312	123.525	506199	287686
ENSGALT00000107510.1	303	115.069	1236.28	754.24
ENSGALT00000102297.1	300	112.3	2472.71	1545.77
ENSGALT00000106260.1	300	112.3	540.451	337.854
ENSGALT00000091808.1	303	115.069	443.863	270.796
ENSGALT00000107033.1	300	112.3	164.854	103.056
ENSGALT00000093063.1	303	115.069	441.381	269.282
ENSGALT00000093463.1	303	115.069	208.538	127.227
ENSGALT00000097156.1	300	112.3	21.8287	13.6458
ENSGALT00000107238.1	306	117.9	28.9995	17.2674
ENSGALT00000103224.1	303	115.069	1750.43	1067.92
ENSGALT00000076576.2	300	112.3	1022.63	639.282
ENSGALT00000100705.1	303	115.069	24.1652	14.7429
ENSGALT00000095032.1	297	109.546	0	0
ENSGALT00000095957.1	300	112.3	551.638	344.847
ENSGALT00000104488.1	291	104.005	0	0
ENSGALT00000090393.1	300	112.3	12.5174	7.82506
ENSGALT00000107783.1	300	112.3	2942.85	1839.67
ENSGALT00000101333.1	300	112.3	5.38123	3.36399
ENSGALT00000105767.1	300	112.3	485.627	303.582
ENSGALT00000103134.1	303	115.069	147.941	90.2573
ENSGALT00000091408.1	300	112.3	12.5174	7.82506
ENSGALT00000097586.1	300	112.3	98.9577	61.8618
ENSGALT00000091033.1	303	115.069	1132.91	691.174
ENSGALT00000107771.1	300	112.3	29.8827	18.6807
ENSGALT00000106915.1	303	115.069	93.0318	56.7577
ENSGALT00000091553.1	303	115.069	400.206	244.162
ENSGALT00000093743.1	303	115.069	774.177	472.317
ENSGALT00000106326.1	303	115.069	849.108	518.032
ENSGALT00000095681.1	300	112.3	2463.19	1539.82
ENSGALT00000106995.1	300	112.3	754.435	471.623
ENSGALT00000100646.1	300	112.3	3292.66	2058.35
ENSGALT00000096595.1	303	115.069	5950.34	3630.24
