target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	90.9941	0	0
ENSGALT00000092144.1	105	48.766	0	0
ENSGALT00000097599.1	99	43.7391	0	0
ENSGALT00000096074.1	282	90.9941	0	0
ENSGALT00000093123.1	285	93.6583	0	0
ENSGALT00000095759.1	297	104.125	0	0
ENSGALT00000098150.1	207	34.4235	0	0
ENSGALT00000088071.2	171	15.5654	0	0
ENSGALT00000101747.1	111	53.6458	0	0
ENSGALT00000034018.5	285	93.6583	0	0
ENSGALT00000098775.1	282	90.9941	0	0
ENSGALT00000105314.1	288	96.3043	0	0
ENSGALT00000103186.1	204	32.5928	0	0
ENSGALT00000095006.1	282	90.9941	0	0
ENSGALT00000093599.1	297	104.125	0	0
ENSGALT00000106599.1	288	96.3043	0	0
ENSGALT00000106076.1	288	96.3043	0	0
ENSGALT00000092569.1	207	34.4235	0	0
ENSGALT00000097506.1	282	90.9941	1	0.863963
ENSGALT00000102408.1	174	16.9742	0	0
ENSGALT00000085358.2	261	73.2158	1	1.07375
ENSGALT00000090665.1	207	34.4235	0	0
ENSGALT00000104147.1	282	90.9941	2	1.72793
ENSGALT00000009519.6	312	117.936	61	40.6622
ENSGALT00000107510.1	303	109.67	0	0
ENSGALT00000102297.1	300	106.853	1.06701	0.785041
ENSGALT00000106260.1	300	106.853	1.06701	0.785041
ENSGALT00000091808.1	303	109.67	0	0
ENSGALT00000107033.1	300	106.853	0	0
ENSGALT00000093063.1	303	109.67	0	0
ENSGALT00000093463.1	303	109.67	0	0
ENSGALT00000097156.1	300	106.853	0	0
ENSGALT00000107238.1	306	112.484	0	0
ENSGALT00000103224.1	303	109.67	0	0
ENSGALT00000076576.2	300	106.853	1.06701	0.785041
ENSGALT00000100705.1	303	109.67	0	0
ENSGALT00000095032.1	297	104.125	0	0
ENSGALT00000095957.1	300	106.853	0	0
ENSGALT00000104488.1	291	98.8628	0	0
ENSGALT00000090393.1	300	106.853	0	0
ENSGALT00000107783.1	300	106.853	0	0
ENSGALT00000101333.1	300	106.853	0	0
ENSGALT00000105767.1	300	106.853	0	0
ENSGALT00000103134.1	303	109.67	0	0
ENSGALT00000091408.1	300	106.853	0	0
ENSGALT00000097586.1	300	106.853	0	0
ENSGALT00000091033.1	303	109.67	1	0.716834
ENSGALT00000107771.1	300	106.853	0	0
ENSGALT00000106915.1	303	109.67	0	0
ENSGALT00000091553.1	303	109.67	0	0
ENSGALT00000093743.1	303	109.67	0	0
ENSGALT00000106326.1	303	109.67	0	0
ENSGALT00000095681.1	300	106.853	0	0
ENSGALT00000106995.1	300	106.853	0	0
ENSGALT00000100646.1	300	106.853	0	0
ENSGALT00000096595.1	303	109.67	1.59777	1.14533
ENSGALT00000097847.1	300	106.853	0	0
ENSGALT00000105763.1	303	109.67	0	0
ENSGALT00000101575.1	300	106.853	0	0
ENSGALT00000107864.1	303	109.67	0	0
ENSGALT00000105971.1	300	106.853	0	0
ENSGALT00000095502.1	303	109.67	0	0
ENSGALT00000092747.1	300	106.853	0	0
ENSGALT00000091562.1	306	112.484	0	0
ENSGALT00000094104.1	303	109.67	0	0
ENSGALT00000090412.1	303	109.67	0	0
ENSGALT00000101020.1	303	109.67	0	0
ENSGALT00000102707.1	303	109.67	0	0
ENSGALT00000093555.1	303	109.67	0	0
ENSGALT00000096330.1	300	106.853	1.06701	0.785041
ENSGALT00000096025.1	300	106.853	0	0
ENSGALT00000107692.1	300	106.853	1.06701	0.785041
ENSGALT00000105196.1	303	109.67	0	0
ENSGALT00000093144.1	300	106.853	0	0
ENSGALT00000095235.1	300	106.853	0	0
ENSGALT00000094112.1	300	106.853	0	0
ENSGALT00000100750.1	303	109.67	0	0
ENSGALT00000105296.1	303	109.67	0	0
ENSGALT00000098355.1	303	109.67	0	0
ENSGALT00000098909.1	300	106.853	0	0
ENSGALT00000104847.1	303	109.67	0	0
ENSGALT00000108026.1	303	109.67	1.59777	1.14533
ENSGALT00000103665.1	303	109.67	0	0
ENSGALT00000105628.1	303	109.67	0	0
ENSGALT00000097081.1	300	106.853	2.13403	1.57008
ENSGALT00000105645.1	291	98.8628	1.07282	0.853107
ENSGALT00000098506.1	300	106.853	1.06701	0.785041
ENSGALT00000096927.1	303	109.67	0	0
ENSGALT00000105629.1	303	109.67	0	0
ENSGALT00000093613.1	300	106.853	0	0
ENSGALT00000099537.1	303	109.67	0	0
ENSGALT00000092633.1	303	109.67	0	0
ENSGALT00000104205.1	303	109.67	1.06518	0.763557
ENSGALT00000108182.1	303	109.67	0	0
ENSGALT00000091267.1	303	109.67	0	0
ENSGALT00000101555.1	303	109.67	2.13036	1.52711
