target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	74.9333	1	0.845141
ENSGALT00000092144.1	105	42.0561	0	0
ENSGALT00000097599.1	99	38.3267	0	0
ENSGALT00000096074.1	282	74.9333	0	0
ENSGALT00000093123.1	285	77.2205	0	0
ENSGALT00000095759.1	297	86.5758	2.16667	1.58489
ENSGALT00000098150.1	207	29.3503	0	0
ENSGALT00000088071.2	171	15.325	0	0
ENSGALT00000101747.1	111	44.6466	0	0
ENSGALT00000034018.5	285	77.2205	0	0
ENSGALT00000098775.1	282	74.9333	0	0
ENSGALT00000105314.1	288	79.5224	1	0.796369
ENSGALT00000103186.1	204	27.969	0	0
ENSGALT00000095006.1	282	74.9333	3	2.53542
ENSGALT00000093599.1	297	86.5758	10.8333	7.92446
ENSGALT00000106599.1	288	79.5224	1	0.796369
ENSGALT00000106076.1	288	79.5224	0	0
ENSGALT00000092569.1	207	29.3503	0	0
ENSGALT00000097506.1	282	74.9333	0	0
ENSGALT00000102408.1	174	16.3678	0	0
ENSGALT00000085358.2	261	59.9667	0	0
ENSGALT00000090665.1	207	29.3503	0	0
ENSGALT00000104147.1	282	74.9333	7	5.91599
ENSGALT00000009519.6	312	98.9681	405	259.157
ENSGALT00000107510.1	303	91.408	0	0
ENSGALT00000102297.1	300	88.998	1.21571	0.865073
ENSGALT00000106260.1	300	88.998	0	0
ENSGALT00000091808.1	303	91.408	0	0
ENSGALT00000107033.1	300	88.998	0	0
ENSGALT00000093063.1	303	91.408	1.14147	0.790835
ENSGALT00000093463.1	303	91.408	0	0
ENSGALT00000097156.1	300	88.998	0	0
ENSGALT00000107238.1	306	93.8717	0	0
ENSGALT00000103224.1	303	91.408	0	0
ENSGALT00000076576.2	300	88.998	1	0.71158
ENSGALT00000100705.1	303	91.408	0	0
ENSGALT00000095032.1	297	86.5758	0	0
ENSGALT00000095957.1	300	88.998	1.7076	1.21509
ENSGALT00000104488.1	291	81.8589	0	0
ENSGALT00000090393.1	300	88.998	0	0
ENSGALT00000107783.1	300	88.998	0.591757	0.421082
ENSGALT00000101333.1	300	88.998	0	0
ENSGALT00000105767.1	300	88.998	0	0
ENSGALT00000103134.1	303	91.408	0	0
ENSGALT00000091408.1	300	88.998	0	0
ENSGALT00000097586.1	300	88.998	0	0
ENSGALT00000091033.1	303	91.408	2.14605	1.48683
ENSGALT00000107771.1	300	88.998	0	0
ENSGALT00000106915.1	303	91.408	2.14605	1.48683
ENSGALT00000091553.1	303	91.408	0	0
ENSGALT00000093743.1	303	91.408	0	0
ENSGALT00000106326.1	303	91.408	3.54872	2.45862
ENSGALT00000095681.1	300	88.998	1.84375	1.31198
ENSGALT00000106995.1	300	88.998	1	0.71158
ENSGALT00000100646.1	300	88.998	0	0
ENSGALT00000096595.1	303	91.408	6.04416	4.18751
ENSGALT00000097847.1	300	88.998	0	0
ENSGALT00000105763.1	303	91.408	0	0
ENSGALT00000101575.1	300	88.998	0	0
ENSGALT00000107864.1	303	91.408	0	0
ENSGALT00000105971.1	300	88.998	0	0
ENSGALT00000095502.1	303	91.408	0	0
ENSGALT00000092747.1	300	88.998	0	0
ENSGALT00000091562.1	306	93.8717	0	0
ENSGALT00000094104.1	303	91.408	0	0
ENSGALT00000090412.1	303	91.408	0	0
ENSGALT00000101020.1	303	91.408	0	0
ENSGALT00000102707.1	303	91.408	0	0
ENSGALT00000093555.1	303	91.408	0	0
ENSGALT00000096330.1	300	88.998	0	0
ENSGALT00000096025.1	300	88.998	0	0
ENSGALT00000107692.1	300	88.998	0	0
ENSGALT00000105196.1	303	91.408	0	0
ENSGALT00000093144.1	300	88.998	0	0
ENSGALT00000095235.1	300	88.998	0.591757	0.421082
ENSGALT00000094112.1	300	88.998	0	0
ENSGALT00000100750.1	303	91.408	5	3.46409
ENSGALT00000105296.1	303	91.408	1	0.692819
ENSGALT00000098355.1	303	91.408	10.4016	7.20639
ENSGALT00000098909.1	300	88.998	0	0
ENSGALT00000104847.1	303	91.408	0	0
ENSGALT00000108026.1	303	91.408	0	0
ENSGALT00000103665.1	303	91.408	1.62417	1.12525
ENSGALT00000105628.1	303	91.408	0	0
ENSGALT00000097081.1	300	88.998	0	0
ENSGALT00000105645.1	291	81.8589	0	0
ENSGALT00000098506.1	300	88.998	1.48415	1.05609
ENSGALT00000096927.1	303	91.408	1.04244	0.722222
ENSGALT00000105629.1	303	91.408	0	0
ENSGALT00000093613.1	300	88.998	0	0
ENSGALT00000099537.1	303	91.408	0	0
ENSGALT00000092633.1	303	91.408	0	0
ENSGALT00000104205.1	303	91.408	1.77436	1.22931
ENSGALT00000108182.1	303	91.408	1.04244	0.722222
ENSGALT00000091267.1	303	91.408	0	0
ENSGALT00000101555.1	303	91.408	6.65386	4.60991
ENSGALT00000103901.1	303	91.408	4	2.77127
ENSGALT00000106578.1	303	91.408	15	10.3923
ENSGALT00000093220.1	348	130.886	230	111.285
ENSGALT00000080481.1	975	731.445	64699	5601.7
ENSGALT00000082968.2	1039	768.949	30313	2496.52
ENSGALT00000053568.1	1548	1276.92	477210	23667.4
ENSGALT00000054328.1	684	431.209	185915	27304.3
ENSGALT00000054361.1	165	13.4791	2027	9523.5
ENSGALT00000076413.1	684	483.408	71459	9361.53
ENSGALT00000061564.1	784	539.886	228618	26817.1
ENSGALT00000049217.1	351	133.667	19664	9316.47
ENSGALT00000079811.1	297	86.5758	7074	5174.55
ENSGALT00000063913.1	1378	1120.52	72043	4071.69
ENSGALT00000047001.1	1818	1544.56	41966	1720.67
ENSGALT00000053400.1	1143	916.142	125598	8682.07
ENSGALT00000068151.1	522	321.078	750	147.93
ENSGALT00000015774.6	2848	2619.71	179	4.32716
ENSGALT00000107714.1	192	22.8261	0	0
ENSGALT00000087687.2	2219	1674.15	263.614	9.97191
ENSGALT00000007277.3	2291	1757.07	812.386	29.2804
ENSGALT00000016200.6	2519	1978.35	45	1.4405
ENSGALT00000057018.2	2043	1983.68	39.6266	1.26509
ENSGALT00000064690.2	2193	2133.54	36.5479	1.08484
ENSGALT00000103853.1	2238	2209.9	2.28882	0.0655909
ENSGALT00000095972.1	1968	1898.34	19.5367	0.65175
ENSGALT00000052654.2	3495	3941.3	646	10.38
ENSGALT00000061915.3	970	898.663	463	32.6278
ENSGALT00000033572.5	2547	2413.61	50.8859	1.33516
ENSGALT00000076955.2	2058	1941.4	8.11412	0.264686
ENSGALT00000107965.1	2460	2594.04	1.88701	0.0460682
ENSGALT00000080793.2	1206	1190.51	0.133972	0.0071266
ENSGALT00000001657.6	1354	1087.94	2531.98	147.387
ENSGALT00000038720.4	2784	2217.92	31.0155	0.885598
ENSGALT00000064754.2	2359	2000.02	1697	53.7341
ENSGALT00000096825.1	3212	2990.01	0	0
ENSGALT00000089429.2	1386	1186.38	28.4087	1.51647
ENSGALT00000085779.2	1599	1918.49	21	0.693208
ENSGALT00000057265.2	1520	1298.01	0	0
