target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	66.0149	1	0.957213
ENSGALT00000092144.1	105	41.7235	0	0
ENSGALT00000097599.1	99	40.25	0	0
ENSGALT00000096074.1	282	66.0149	1.5	1.43582
ENSGALT00000093123.1	285	67.7625	0	0
ENSGALT00000095759.1	297	75.5491	6	5.01848
ENSGALT00000098150.1	207	28.5189	0	0
ENSGALT00000088071.2	171	17.07	0	0
ENSGALT00000101747.1	111	44.5902	0	0
ENSGALT00000034018.5	285	67.7625	0	0
ENSGALT00000098775.1	282	66.0149	0	0
ENSGALT00000105314.1	288	69.6913	2	1.81344
ENSGALT00000103186.1	204	27.4116	0	0
ENSGALT00000095006.1	282	66.0149	1.5	1.43582
ENSGALT00000093599.1	297	75.5491	4	3.34566
ENSGALT00000106599.1	288	69.6913	3	2.72015
ENSGALT00000106076.1	288	69.6913	0	0
ENSGALT00000092569.1	207	28.5189	0	0
ENSGALT00000097506.1	282	66.0149	0	0
ENSGALT00000102408.1	174	17.7656	1	3.5569
ENSGALT00000085358.2	261	53.5667	0	0
ENSGALT00000090665.1	207	28.5189	0	0
ENSGALT00000104147.1	282	66.0149	11	10.5293
ENSGALT00000009519.6	312	85.4415	574	424.516
ENSGALT00000107510.1	303	79.341	2.07702	1.65422
ENSGALT00000102297.1	300	77.4788	0	0
ENSGALT00000106260.1	300	77.4788	1.02955	0.839687
ENSGALT00000091808.1	303	79.341	0	0
ENSGALT00000107033.1	300	77.4788	0	0
ENSGALT00000093063.1	303	79.341	1.29496	1.03136
ENSGALT00000093463.1	303	79.341	3.02799	2.41161
ENSGALT00000097156.1	300	77.4788	0	0
ENSGALT00000107238.1	306	81.3297	0.548992	0.426547
ENSGALT00000103224.1	303	79.341	1.0928	0.870348
ENSGALT00000076576.2	300	77.4788	7.04485	5.74565
ENSGALT00000100705.1	303	79.341	1.61465	1.28597
ENSGALT00000095032.1	297	75.5491	0	0
ENSGALT00000095957.1	300	77.4788	0	0
ENSGALT00000104488.1	291	71.5983	0	0
ENSGALT00000090393.1	300	77.4788	0	0
ENSGALT00000107783.1	300	77.4788	0.669586	0.546103
ENSGALT00000101333.1	300	77.4788	0	0
ENSGALT00000105767.1	300	77.4788	1.45399	1.18584
ENSGALT00000103134.1	303	79.341	0	0
ENSGALT00000091408.1	300	77.4788	0	0
ENSGALT00000097586.1	300	77.4788	0	0
ENSGALT00000091033.1	303	79.341	2.50503	1.99511
ENSGALT00000107771.1	300	77.4788	0	0
ENSGALT00000106915.1	303	79.341	0	0
ENSGALT00000091553.1	303	79.341	0	0
ENSGALT00000093743.1	303	79.341	0	0
ENSGALT00000106326.1	303	79.341	4.26494	3.39677
ENSGALT00000095681.1	300	77.4788	0	0
ENSGALT00000106995.1	300	77.4788	0	0
ENSGALT00000100646.1	300	77.4788	1.50273	1.2256
ENSGALT00000096595.1	303	79.341	11.0656	8.81306
ENSGALT00000097847.1	300	77.4788	0	0
ENSGALT00000105763.1	303	79.341	0	0
ENSGALT00000101575.1	300	77.4788	0	0
ENSGALT00000107864.1	303	79.341	0	0
ENSGALT00000105971.1	300	77.4788	0	0
ENSGALT00000095502.1	303	79.341	0	0
ENSGALT00000092747.1	300	77.4788	0	0
ENSGALT00000091562.1	306	81.3297	0.548992	0.426547
ENSGALT00000094104.1	303	79.341	1.0928	0.870348
ENSGALT00000090412.1	303	79.341	0	0
ENSGALT00000101020.1	303	79.341	1.61465	1.28597
ENSGALT00000102707.1	303	79.341	0	0
ENSGALT00000093555.1	303	79.341	1.43866	1.1458
ENSGALT00000096330.1	300	77.4788	0	0
ENSGALT00000096025.1	300	77.4788	0	0
ENSGALT00000107692.1	300	77.4788	0	0
ENSGALT00000105196.1	303	79.341	0	0
ENSGALT00000093144.1	300	77.4788	0	0
ENSGALT00000095235.1	300	77.4788	0.669586	0.546103
ENSGALT00000094112.1	300	77.4788	3.867	3.15386
ENSGALT00000100750.1	303	79.341	9.94902	7.9238
ENSGALT00000105296.1	303	79.341	5.25666	4.18661
ENSGALT00000098355.1	303	79.341	0	0
ENSGALT00000098909.1	300	77.4788	0	0
ENSGALT00000104847.1	303	79.341	2.07702	1.65422
ENSGALT00000108026.1	303	79.341	0	0
ENSGALT00000103665.1	303	79.341	0	0
ENSGALT00000105628.1	303	79.341	0	0
ENSGALT00000097081.1	300	77.4788	5.45034	4.44521
ENSGALT00000105645.1	291	71.5983	2.80882	2.47897
ENSGALT00000098506.1	300	77.4788	0	0
ENSGALT00000096927.1	303	79.341	9.51447	7.57771
ENSGALT00000105629.1	303	79.341	2.56466	2.0426
ENSGALT00000093613.1	300	77.4788	5.46346	4.4559
ENSGALT00000099537.1	303	79.341	0	0
ENSGALT00000092633.1	303	79.341	0	0
ENSGALT00000104205.1	303	79.341	7.59744	6.0509
ENSGALT00000108182.1	303	79.341	0	0
ENSGALT00000091267.1	303	79.341	4.36496	3.47643
ENSGALT00000101555.1	303	79.341	14.5288	11.5713
ENSGALT00000103901.1	303	79.341	15	11.9466
ENSGALT00000106578.1	303	79.341	13	10.3537
ENSGALT00000093220.1	348	112.031	472	266.228
ENSGALT00000080481.1	975	702.532	43818	3941.28
ENSGALT00000082968.2	1039	751.45	18115	1523.31
ENSGALT00000053568.1	1548	1257.39	333777	16774
ENSGALT00000054328.1	684	407.092	129500	20101.5
ENSGALT00000054361.1	165	15.9948	770	3042.02
ENSGALT00000076413.1	684	455.198	48229	6695.12
ENSGALT00000061564.1	784	520.746	140799	17085.4
ENSGALT00000049217.1	351	114.423	9534	5265.17
ENSGALT00000079811.1	297	75.5491	3222	2694.93
ENSGALT00000063913.1	1378	1098.23	40490	2329.73
ENSGALT00000047001.1	1818	1525.96	25993	1076.38
ENSGALT00000053400.1	1143	892.419	67263	4762.75
ENSGALT00000068151.1	522	289.914	334	72.7995
ENSGALT00000015774.6	2848	2601.29	225	5.46568
ENSGALT00000107714.1	192	23.0934	0	0
ENSGALT00000087687.2	2219	1682.42	142.775	5.36253
ENSGALT00000007277.3	2291	1762.24	1128.22	40.4559
ENSGALT00000016200.6	2519	1984.19	80	2.54775
ENSGALT00000057018.2	2043	1921.09	63.5577	2.0906
ENSGALT00000064690.2	2193	2065.41	36.396	1.11352
ENSGALT00000103853.1	2238	2144.43	2.4836	0.0731848
ENSGALT00000095972.1	1968	1833.06	26.5627	0.915682
ENSGALT00000052654.2	3495	3838.51	871	14.3386
ENSGALT00000061915.3	970	846.254	508	37.9327
ENSGALT00000033572.5	2547	2368.11	64.2859	1.7154
ENSGALT00000076955.2	2058	1898.95	18.7141	0.62274
ENSGALT00000107965.1	2460	2519.93	1	0.0250762
ENSGALT00000080793.2	1206	955.067	0	0
ENSGALT00000001657.6	1354	1068.12	2691.5	159.23
ENSGALT00000038720.4	2784	2230.52	50.5032	1.43075
ENSGALT00000064754.2	2359	1980.66	1604	51.1736
ENSGALT00000096825.1	3212	2961.07	0	0
ENSGALT00000089429.2	1386	1164.32	26.5306	1.43987
ENSGALT00000085779.2	1599	1806.05	29	1.01466
ENSGALT00000057265.2	1520	1189.91	3.05191	0.162072
ENSGALT00000069945.2	1266	969.44	181.628	11.8389
ENSGALT00000093812.1	1700	1296.16	12.9889	0.633236
ENSGALT00000017109.6	1577	1196.37	254.331	13.4334
ENSGALT00000103291.1	2658	2833.54	0	0
ENSGALT00000084934.2	2580	2812.49	1	0.0224678
ENSGALT00000095264.1	2724	2937.5	0	0
ENSGALT00000093947.1	2976	3361.53	0	0
ENSGALT00000005824.5	3364	2944.18	357.39	7.67059
ENSGALT00000069539.2	1440	1180.92	27.6099	1.4774
ENSGALT00000092213.1	165	15.9948	0	0
ENSGALT00000044892.3	417	171.017	0	0
ENSGALT00000015470.6	1305	1035.87	248	15.1286
ENSGALT00000094180.1	3408	2742.98	0	0
ENSGALT00000093577.1	3924	3392.45	0	0
ENSGALT00000094724.1	3282	2842.21	41.9916	0.933592
ENSGALT00000101384.1	4524	3637.07	337.147	5.85759
ENSGALT00000068770.2	2865	2614.07	0	0
ENSGALT00000091629.1	1637	1223.64	58.861	3.03965
ENSGALT00000100108.1	957	868.765	3.06418	0.222876
ENSGALT00000003008.6	2586	2792.47	197.761	4.4751
ENSGALT00000102256.1	2454	2647	5.17478	0.123535
ENSGALT00000071948.2	2889	3140.17	16	0.321971
ENSGALT00000083823.2	222	34.5655	0	0
ENSGALT00000027260.6	2443	2029.4	261.571	8.14463
ENSGALT00000095138.1	2468	2081.42	6.64831	0.201837
ENSGALT00000104589.1	3532	3089.62	3.78086	0.0773278
ENSGALT00000087385.2	1551	1744.76	210	7.6056
ENSGALT00000018638.6	1513	1059.06	594	35.442
ENSGALT00000045316.3	7707	6829.74	247	2.2853
ENSGALT00000098841.1	7617	6748.77	6.86382e-07	6.42676e-09
ENSGALT00000000935.5	1442	1099.12	482	27.711
ENSGALT00000013776.6	1989	1579.16	812	32.4922
ENSGALT00000059809.2	2757	3197.93	4.1604	0.0822083
ENSGALT00000084956.2	2278	2074.5	256.854	7.82391
ENSGALT00000044371.3	1765	1603.77	210.359	8.2884
ENSGALT00000000945.6	1823	1880.18	26.1305	0.87821
ENSGALT00000102455.1	2037	2167.63	294.707	8.59126
ENSGALT00000058192.2	1765	1821.93	151.162	5.24278
ENSGALT00000046006.3	1479	956.558	311	20.5447
ENSGALT00000053946.2	2102	1644.97	163	6.26154
ENSGALT00000066342.2	2295	1781.41	3212	113.936
ENSGALT00000051780.2	3429	3244.45	447	8.70597
ENSGALT00000039145.3	540	327.814	383	73.8281
ENSGALT00000048854.2	2589	2338.07	0	0
ENSGALT00000016196.3	584	375.761	8.64082	1.45309
ENSGALT00000106875.1	1899	2312.8	873	23.8521
ENSGALT00000107518.1	1163	1214.38	4	0.20814
ENSGALT00000074365.2	1347	980.167	21.3513	1.37649
ENSGALT00000038301.4	1485	1105.84	37.8639	2.16363
ENSGALT00000088781.2	1787	1359.44	80.7848	3.75509
ENSGALT00000013516.6	1240	1111.34	870	49.4678
ENSGALT00000042658.4	3273	3198.96	2	0.0395068
ENSGALT00000105272.1	1990	2024.69	12	0.374519
ENSGALT00000092110.1	511	306.346	1680	346.535
ENSGALT00000017089.6	2184	1959.59	9	0.29022
ENSGALT00000000932.5	2974	2635.12	403	9.66396
ENSGALT00000070090.2	1842	1794.06	308	10.8484
ENSGALT00000077983.2	2568	3082.85	3.6648	0.0751187
ENSGALT00000015524.6	2370	1964.19	48	1.54421
ENSGALT00000063478.2	1492	1163.08	182.213	9.89965
ENSGALT00000085126.2	3792	3238.89	994.336	19.3994
ENSGALT00000000700.6	1559	1225.54	165.451	8.53084
ENSGALT00000095508.1	1245	1028.81	23.4901	1.44278
ENSGALT00000036535.4	1460	1268.51	20.5099	1.02169
ENSGALT00000092377.1	1350	1123.02	0	0
ENSGALT00000104831.1	360	121.619	0	0
ENSGALT00000089696.2	1739	1575.3	293.1	11.7572
ENSGALT00000078926.2	2568	3036.09	5.39235	0.112231
ENSGALT00000013511.6	2586	2967.5	135.987	2.89573
ENSGALT00000105318.1	3555	4174.05	133.6	2.02255
ENSGALT00000091517.1	2963	3463.57	3.41272	0.0622626
ENSGALT00000097952.1	1886	1888.49	272	9.10132
ENSGALT00000043593.3	2213	2178.44	47	1.36334
ENSGALT00000001687.6	2946	2464.22	2205	56.5432
ENSGALT00000090727.1	5952	7167.77	39.0046	0.34386
ENSGALT00000105286.1	4293	5128.97	841.995	10.3736
ENSGALT00000099259.1	5734	6678.34	0	0
ENSGALT00000103732.1	1444	1370.79	43	1.9822
ENSGALT00000093504.1	360	121.619	0	0
ENSGALT00000014035.5	5449	5004.16	9203	116.211
ENSGALT00000046993.3	759	589.186	292.385	31.3584
ENSGALT00000057339.2	1310	1261.61	592.615	29.6825
ENSGALT00000101995.1	2125	1998.63	54.3012	1.71683
ENSGALT00000084738.2	2462	2383.79	303.007	8.0322
ENSGALT00000013715.7	1862	1515.33	886.52	36.9685
ENSGALT00000047226.2	963	690.887	68.2365	6.24109
ENSGALT00000097844.1	963	690.887	68.2365	6.24109
ENSGALT00000000929.5	864	660.651	1	0.0956486
ENSGALT00000027978.5	4778	4498.01	772	10.8454
ENSGALT00000015509.6	1045	774.858	262	21.3663
ENSGALT00000011326.6	1607	1483.52	138	5.87808
ENSGALT00000098553.1	1798	1981.7	184	5.86719
ENSGALT00000027257.6	2413	1927.83	208.549	6.83582
ENSGALT00000099288.1	2671	2155.02	7.45083	0.218476
ENSGALT00000054845.2	1107	946.971	75	5.00467
ENSGALT00000043807.3	1556	1522.65	8	0.332001
ENSGALT00000050158.2	1744	1631.18	143.881	5.57378
ENSGALT00000105330.1	2299	2380.95	18.0754	0.479722
ENSGALT00000106006.1	1818	1788.62	6.04394	0.213527
ENSGALT00000026684.6	2811	2669.61	6806	161.1
ENSGALT00000092104.1	7542	9041.68	10.0211	0.0700352
ENSGALT00000093098.1	189	22.2517	0	0
ENSGALT00000000680.6	1224	1121.15	2	0.112724
ENSGALT00000097651.1	963	832.414	174.878	13.2754
ENSGALT00000107057.1	1029	1073.59	164.989	9.71107
ENSGALT00000079361.2	3788	3106.84	154.702	3.14649
ENSGALT00000078382.2	3806	3143.85	0	0
ENSGALT00000065061.2	3746	3069.11	16.0066	0.329562
ENSGALT00000106787.1	3722	3037.79	89.8184	1.86835
ENSGALT00000100754.1	3719	3068.34	0	0
ENSGALT00000095441.1	3686	3023.2	15.3722	0.321306
ENSGALT00000038693.4	3674	2993.13	92.1013	1.94442
ENSGALT00000100249.1	3614	2953.91	1.71606e-08	3.67101e-10
ENSGALT00000092058.1	162	15.8611	1	3.98398
ENSGALT00000091508.1	2619	2392.04	0	0
ENSGALT00000024931.6	2613	2412.27	504	13.2025
ENSGALT00000001693.5	1268	1017.07	0	0
ENSGALT00000076033.3	2192	1852.82	673.563	22.9718
ENSGALT00000056157.2	1583	1325.76	40.5032	1.93053
ENSGALT00000022671.6	1553	1290.76	4.43848	0.217289
ENSGALT00000022669.6	3269	2811.3	94.1401	2.11602
ENSGALT00000077257.3	6535	5820.47	273	2.96384
ENSGALT00000053447.2	5667	5025.36	0	0
ENSGALT00000073731.2	5066	5616.88	1560.65	17.5574
ENSGALT00000047406.2	5081	5634.37	31.3542	0.351642
ENSGALT00000033012.3	2751	2198.12	882.293	25.3636
ENSGALT00000102940.1	1584	1228.32	239.707	12.3316
ENSGALT00000106406.1	3239	2929.57	36.9323	0.796623
ENSGALT00000002535.5	2067	1816.07	0	0
ENSGALT00000103515.1	1550	1694.77	25.9152	0.96626
ENSGALT00000096794.1	3139	3643.66	6.09553	0.105712
ENSGALT00000013744.5	2877	2185.4	361.966	10.4662
ENSGALT00000098461.1	1183	802.194	885.034	69.7157
ENSGALT00000092256.1	2487	2882.02	1	0.0219257
ENSGALT00000076429.2	1743	1769.53	11	0.392813
ENSGALT00000045785.4	1161	910.067	0	0
ENSGALT00000093449.1	171	17.07	0	0
ENSGALT00000104155.1	1214	1080.09	9.16837	0.536395
ENSGALT00000073756.2	1098	924.303	0	0
ENSGALT00000095034.1	4773	4589.54	109.166	1.50303
ENSGALT00000106653.1	4886	4666.76	0	0
ENSGALT00000096704.1	3100	2861.12	273.769	6.04641
ENSGALT00000030546.4	2272	2078.92	7.06535	0.214756
ENSGALT00000000599.5	2263	2109.52	41	1.22815
ENSGALT00000002918.5	2084	2150.4	44	1.29295
ENSGALT00000015501.6	1362	1072.3	21	1.23753
ENSGALT00000011301.6	918	673.763	12.4944	1.17181
ENSGALT00000052521.2	2595	2279.34	215.506	5.97449
ENSGALT00000048401.2	3073	3465	138	2.51667
ENSGALT00000090838.1	165	15.9948	0	0
ENSGALT00000101248.1	222	34.5655	0	0
ENSGALT00000072908.2	3049	3094.15	78.318	1.59945
ENSGALT00000062361.2	2241	2192.09	157.661	4.54483
ENSGALT00000048787.2	2273	2225.87	42.0207	1.19293
ENSGALT00000096470.1	4310	3645.31	114.066	1.9773
ENSGALT00000094235.1	3625	2954.21	11.0379	0.236099
ENSGALT00000091789.1	3611	2953.16	0	0
ENSGALT00000105232.1	3874	3226.76	4.56851e-05	8.9466e-07
ENSGALT00000095666.1	3979	3405.74	0	0
ENSGALT00000101173.1	3697	3116.21	0	0
ENSGALT00000018603.6	3847	3300.83	120.896	2.31441
ENSGALT00000056798.2	782	598.508	652	68.8381
ENSGALT00000064544.2	1759	1807.72	356	12.4443
ENSGALT00000000598.3	1935	1684.07	0	0
ENSGALT00000095871.1	171	17.07	7	25.9129
ENSGALT00000027248.7	5256	4327.84	27.6466	0.403664
ENSGALT00000095218.1	5199	4286.56	20.0146	0.295046
ENSGALT00000092017.1	2449	1868.57	24.3388	0.823079
ENSGALT00000101267.1	2526	2135.98	72	2.13003
ENSGALT00000016192.5	2165	1913.13	418.558	13.8249
ENSGALT00000081509.2	1754	1544.06	19.4417	0.795646
ENSGALT00000091128.1	1043	787.218	185.032	14.8526
ENSGALT00000015480.7	1272	1248.28	77	3.89787
ENSGALT00000007260.3	5951	4860.15	644.365	8.37785
